,BOD:(mg/l):Inf,BOD:inf/(1+recycle ratio),BOD:Aeration tank inf,COD:(mg/l):Inf,COD:Inf/(1+recycle ratio),COD:Aeration tank inf,NH4-N:(mg/l):Inf,NH4-N:Aeration tank inf,TN:(mg/l):Inf,TN:Aeration tank inf,TP:(mg/l):Inf,TP:Aeration tank inf,Percentage,Unclassified,Burkholderiales,Chitinophagales,Others,Rickettsiales,Bacteroidales,Chlamydiales,Sphingobacteriales,Bdellovibrionales,Polyangiales,Rhizobiales,Oscillospirales,Anaerolineales,0319-6G20,Pseudomonadales,Gemmatales,Cytophagales,Babeliales,Pirellulales,Flavobacteriales,SBR1031,Pedosphaerales,Xanthomonadales,Phycisphaerales,Haliangiales,Saccharimonadales,Omnitrophales,Candidatus Nomurabacteria,Lachnospirales,Myxococcales,Woesearchaeales,Microtrichales,Christensenellales,Caldilineales,Micavibrionales,Peptostreptococcales-Tissierellales,Spirochaetales,Oligoflexales,Candidatus Magasanikbacteria,Chloroplast,Nitrospirales,Legionellales,Bacteriovoracales,Sphingomonadales,Planctomycetales,metagenome,Absconditabacteriales (SR1),WCHB1-41,Paracaedibacterales,Candidatus Kaiserbacteria,Micrococcales,Verrucomicrobiales,Campylobacterales,Gammaproteobacteria Incertae Sedis,Opitutales,Solirubrobacterales,Rhodobacterales,Gemmatimonadales,Candidatus Moranbacteria,Fimbriimonadales,Rhodospirillales,Enterobacterales,Diplorickettsiales,Candidatus Woesebacteria,Caulobacterales,Candidatus Peregrinibacteria,mle1-27,RF39,Desulfovibrionales,Acetobacterales,Clostridiales,Chloroflexales,Erysipelotrichales,Methylococcales,Coxiellales,Leptospirales,RBG-13-54-9,Ardenticatenales,Blastocatellales,44524,Vicinamibacterales,Competibacterales,Kapabacteriales,Isosphaerales,Lactobacillales,Chthoniobacterales,Ignavibacteriales,Gaiellales,Candidatus Pacebacteria,Veillonellales-Selenomonadales,Bryobacterales,Desulfobacterales,Corynebacteriales,Hydrogenedentiales,mle1-8,Silvanigrellales,Blfdi19,Fibrobacterales,Tepidisphaerales,Candidatus Peribacteria,Thermoanaerobaculales,Cyanobacteriales,Candidatus Shapirobacteria,PB19,Holosporales,Propionibacteriales,Thermomicrobiales,Candidatus Campbellbacteria,Nannocystales,Chromatiales,SJA-15,Steroidobacterales,Holophagales,Kryptoniales,SJA-28,Synergistales,JGI 0000069-P22,Cloacimonadales,Frankiales,Sumerlaeales,Coriobacteriales,Candidatus Kerfeldbacteria,Fusobacteriales,Acidobacteriales,Candidatus Falkowbacteria,Desulfobulbales,Clostridia UCG-014,Defluviicoccales,Thiotrichales,Victivallales,IMCC26256,S-70,Gastranaerophilales,Tistrellales,Azospirillales,Subgroup 7,Candidatus Collierbacteria,Candidatus Zambryskibacteria,Bacillales,Deinococcales,Syntrophobacterales,Candidatus Amesbacteria,Obscuribacterales,MSBL9,MVP-88,Candidatus Azambacteria,Run-SP154,Candidatus Uhrbacteria,wastewater metagenome,Subgroup 17,Pla1 lineage,Geobacterales,Candidatus Vogelbacteria,Myxococcales bacterium enrichment culture clone 11380,Actinomycetales,44216,Paenibacillales,CCM11a,Vampirovibrionales,Syntrophales,PeM15,Syntrophorhabdales,Bradymonadales,Solibacterales,Methylacidiphilales,UASB-TL25,Calditrichales,Reyranellales,Dongiales,Chthonomonadales,Candidatus Yanofskybacteria
49,175,102.9411765,222.9448,450,264.7058824,444.2271,26,26,35,35,3.42,3.42,0,6.2890625,12.22265625,15.5390625,1.640625,0.59375,0.546875,0.77734375,2.8203125,0.56640625,1.18359375,4.21484375,0.1796875,0.6484375,0.421875,0.828125,0.67578125,4.703125,0.1875,1.1171875,4.14453125,2.48828125,0.140625,9.80078125,0.53125,1.4921875,0.49609375,0.03125,0,0.15625,0.42578125,0,2.46484375,0.109375,0.98828125,0.01953125,0.2890625,0.03125,0.0234375,0.05859375,0.02734375,1.41015625,0.046875,0.05859375,0.640625,0.3671875,0.75390625,0.00390625,0.06640625,0.0546875,0,0.71484375,0.44140625,0.05078125,0.87890625,0.0703125,0.1484375,0.78125,0.546875,0.05859375,0.5,0.05859375,0.0234375,0.1015625,0.0546875,1.63671875,0.0078125,0.39453125,0.015625,0.0078125,0.2578125,0.12109375,0.03515625,0.08203125,0.16015625,0.046875,0.1796875,0.40625,0.04296875,1.72265625,0.03125,0.7265625,0.15234375,0.1328125,0.09765625,0.15625,0.2109375,0.05859375,0.02734375,0.02734375,0.03125,0.03515625,0.00390625,0.2109375,0.125,0.0703125,0.03515625,0.140625,0,0.00390625,0,0.69921875,0,0,0.03515625,0.0859375,0.0078125,0.0625,0,0.640625,0,0,0.0546875,0.0078125,0.00390625,1.13671875,0.0234375,0,0.02734375,0.3671875,0.00390625,0.0078125,0,0.01171875,0,0,0.0234375,0.0234375,0.0625,0,0,0.00390625,0.0078125,0,0.64453125,0.62890625,0.09375,0.0078125,0,0,0,0,0,0.0234375,0,0.1640625,0,0.00390625,0,0.00390625,0.05859375,0.00390625,0,0,0.0703125,0.015625,0.3671875,0,0,0.01171875,0.00390625,0.125,0,0.01171875,0,0.0390625,0,0,0.26953125,0.04296875,0.01171875,0
50,175,102.9411765,222.9448,450,264.7058824,444.2271,26,26,35,35,3.42,3.42,0,6.3671875,10.34375,17.03515625,1.55859375,0.4921875,0.53125,0.69921875,2.52734375,0.6328125,1.140625,3.8828125,0.109375,0.484375,0.38671875,0.82421875,0.765625,4.8671875,0.125,1.05859375,4.4140625,2.3515625,0.109375,11.6484375,0.421875,2.02734375,0.4609375,0,0,0.14453125,0.5078125,0.0078125,2.2734375,0.06640625,1.1796875,0.0078125,0.44140625,0.02734375,0.01171875,0.04296875,0.01953125,0.62890625,0.0546875,0.078125,0.75390625,0.39453125,0.8046875,0.04296875,0.0390625,0.03515625,0.00390625,0.5234375,0.43359375,0.03515625,0.97265625,0.01953125,0.1484375,0.76171875,0.5546875,0.04296875,0.51953125,0.0859375,0.046875,0.08203125,0.0625,1.26171875,0.01171875,0.44921875,0.0234375,0.0078125,0.20703125,0.265625,0.03125,0.05859375,0.296875,0.04296875,0.25390625,0.4453125,0.02734375,1.3125,0.02734375,0.6875,0.078125,0.203125,0.06640625,0.11328125,0.15234375,0.0625,0.01953125,0.015625,0.01953125,0.046875,0.0078125,0.2109375,0.07421875,0.0625,0.03125,0.16015625,0,0.015625,0,0.59375,0,0,0.09375,0.09375,0.00390625,0.0703125,0.00390625,0.73828125,0,0,0.08984375,0.0078125,0,1.66015625,0.0234375,0,0.01171875,0.31640625,0.00390625,0.04296875,0,0.0078125,0.00390625,0,0,0.02734375,0.0390625,0.00390625,0,0.01171875,0.01953125,0,0.55078125,0.5078125,0.09765625,0.00390625,0,0,0,0,0,0.046875,0,0.078125,0,0.01171875,0,0,0.109375,0,0,0,0.07421875,0.03515625,0.40625,0,0,0,0.00390625,0.0859375,0,0,0,0.046875,0,0,0.15625,0.0390625,0.0078125,0
51,220,110,222.9448,450,225,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,9.171875,10.53515625,22.7578125,1.1953125,0.765625,0.65625,0.734375,1.44921875,0.890625,2.6953125,2.1484375,0.2109375,0.83984375,0.51953125,1.04296875,0.31640625,4.06640625,0.3984375,0.38671875,1.54296875,1.421875,0.14453125,8.171875,0.12890625,1.7265625,1.55078125,0.015625,0.0078125,0.2109375,0.53125,0.0078125,1.765625,0.1171875,0.90625,0.21875,0.37890625,0.0625,0.02734375,0.0234375,0.03125,0.6484375,0.03125,0.140625,0.94921875,0.1796875,0.29296875,0.3046875,0.18359375,0.08203125,0.00390625,0.65625,0.34765625,0.34375,0.74609375,0.09765625,0.20703125,0.78515625,0.3203125,2.2421875,1.37109375,0.01171875,0.109375,0.16796875,0.79296875,0.64453125,0.11328125,0.3359375,0.05078125,0.03125,0.0859375,0.12890625,0.00390625,0.07421875,0.4765625,0,0.0625,0.03515625,0.796875,0.2109375,0.0390625,0.49609375,0.09765625,0.07421875,0.05078125,0.16796875,0,1.3203125,0.046875,0.0234375,0.0859375,0.05859375,0.0234375,0.01171875,0.4375,0,0.01171875,0.0234375,0,0.01171875,0.0078125,0.19140625,0,0.00390625,0.16796875,0.0078125,0.1328125,0.046875,0.0234375,0.171875,0,0,0.15234375,0,0,0.3984375,0.0390625,0,0.01171875,0.0234375,0,0.0234375,0.00390625,0.0234375,0,0.01953125,0.015625,0.05078125,0.0078125,0.0078125,0,0.015625,0,0,0.015625,0.4609375,0.00390625,0.1015625,0.00390625,0.00390625,0.01171875,0.0078125,0,0,0.00390625,0.015625,0,0.07421875,0.0390625,0.0078125,0.234375,0,0.00390625,0,0.00390625,0.03125,0.48828125,0,0,0,0.00390625,0.05078125,0.00390625,0.01171875,0,0,0.02734375,0,0,0.01953125,0.00390625,0
52,220,110,222.9448,450,225,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,8.69140625,12.234375,20.2890625,1.16015625,0.28125,0.33984375,0.46484375,1.16015625,0.63671875,3.32421875,2.83984375,0.16015625,1.0625,0.421875,0.7734375,0.390625,3.75390625,0.36328125,0.484375,1.49609375,1.36328125,0.16015625,8.3359375,0.23828125,1.734375,1.1875,0.015625,0,0.23828125,0.4765625,0.0078125,2.70703125,0.10546875,0.98828125,0.1328125,0.3671875,0.05078125,0.02734375,0,0.015625,0.9765625,0.0390625,0.109375,1.0078125,0.19921875,0.3515625,0.12890625,0.0625,0.0625,0.00390625,1.0625,0.328125,0.0859375,0.8828125,0.0859375,0.171875,1.1953125,0.42578125,2.328125,1.0390625,0.015625,0.0390625,0.23828125,0.42578125,0.70703125,0.0703125,0.296875,0.0390625,0.0078125,0.09375,0.1328125,0.0078125,0.10546875,0.578125,0,0.0546875,0.03125,0.828125,0.21484375,0.015625,0.9140625,0.19140625,0.04296875,0.1171875,0.17578125,0.00390625,1.34375,0.0859375,0.015625,0.0546875,0.07421875,0.0234375,0.015625,0.38671875,0,0.0078125,0.015625,0,0.00390625,0.0078125,0.30859375,0,0.0078125,0.16015625,0.015625,0.1875,0.0703125,0.0078125,0.08984375,0,0,0.23046875,0.00390625,0,0.328125,0.04296875,0.00390625,0.015625,0.0234375,0,0.04296875,0.00390625,0.00390625,0,0.01953125,0.01171875,0.0546875,0.01953125,0.01953125,0,0.02734375,0,0.00390625,0.0546875,0.4296875,0.015625,0.0703125,0,0.01171875,0.01953125,0,0,0,0,0.02734375,0,0.08984375,0.01171875,0.015625,0.35546875,0,0,0,0.0078125,0.03515625,0.59765625,0,0,0,0.00390625,0.06640625,0,0.01171875,0,0,0.02734375,0,0,0.03125,0.00390625,0
53,220,110,222.9448,450,225,444.2271,26.64511,20.95466,42.18083,40.2121,6.274391,5.0762,0.1050774,9.6796875,12.42578125,19.75390625,1.125,0.578125,0.359375,0.57421875,1.3515625,0.73046875,2.41796875,2.71484375,0.20703125,0.71484375,0.38671875,0.859375,0.3515625,4.06640625,0.4375,0.4453125,1.4140625,1.30078125,0.125,8.12890625,0.15625,1.62109375,1.4609375,0.01953125,0,0.12890625,0.6484375,0.0078125,2.2578125,0.109375,0.8046875,0.18359375,0.41015625,0.02734375,0.015625,0.00390625,0.0078125,0.64453125,0.04296875,0.1171875,1.2734375,0.23046875,0.36328125,0.234375,0.11328125,0.08203125,0.00390625,1.25,0.32421875,0.1171875,1.0078125,0.0625,0.16796875,1.16796875,0.37890625,1.65625,1.78125,0.00390625,0.0625,0.1953125,0.515625,0.765625,0.09765625,0.3125,0.046875,0.01953125,0.12109375,0.1953125,0,0.08984375,0.6171875,0,0.1015625,0.01953125,0.75,0.19921875,0.01953125,0.46484375,0.28515625,0.078125,0.0625,0.20703125,0.00390625,1.43359375,0.05859375,0.02734375,0.1015625,0.05859375,0.03125,0.02734375,0.421875,0,0.01953125,0.0078125,0,0.00390625,0.00390625,0.203125,0.00390625,0.0078125,0.20703125,0.01171875,0.1796875,0.04296875,0,0.15234375,0.015625,0,0.13671875,0,0,0.640625,0.02734375,0,0.015625,0.01953125,0,0.03125,0.00390625,0,0,0.01953125,0.00390625,0.05859375,0.0078125,0,0,0.02734375,0,0,0.0390625,0.42578125,0.03515625,0.07421875,0,0.00390625,0.01953125,0.00390625,0,0.00390625,0,0.01171875,0,0.0625,0.03125,0.01171875,0.2578125,0.00390625,0.00390625,0,0.00390625,0.0546875,0.51953125,0,0,0,0,0.05859375,0.00390625,0.01171875,0,0.00390625,0.0390625,0,0.00390625,0.03125,0.00390625,0
54,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,5.96875,12.78515625,11.8671875,2.11328125,0.3671875,0.46875,3.00390625,1.5234375,0.66796875,2.39453125,2.74609375,0.10546875,0.7578125,0.265625,0.92578125,0.4296875,0.7734375,0.359375,0.8046875,1.38671875,1.69140625,0.19921875,9.453125,0.875,1.46875,1.47265625,0.01171875,0.03125,0.078125,0.61328125,0.1953125,1.57421875,0.11328125,0.29296875,0.16015625,0.2578125,0.00390625,0.0625,0.02734375,0.03515625,0.61328125,0.00390625,0.05078125,0.74609375,0.3125,1.1015625,0.0546875,0.21875,0.0703125,0.03125,0.25390625,0.1328125,0.05078125,1.765625,0.09375,0.76171875,0.19921875,4.125,0.203125,0.828125,0.0234375,0.01171875,0.1015625,0.55078125,1.66796875,0.21875,0.375,0.015625,0.05078125,0.15234375,0.23828125,0.015625,0.1015625,0.2109375,0.0234375,0.12890625,0.44140625,0.20703125,5.671875,0.1640625,0.546875,0,0.19140625,0.0234375,0.05078125,0.1640625,0.36328125,0.19140625,0.29296875,0.01953125,0.12109375,0.02734375,0.12109375,0.11328125,0.234375,0.01171875,0.10546875,0.00390625,0.109375,0.02734375,0.39453125,0.0078125,0,0.3671875,0.04296875,0.05078125,0.1328125,0.0234375,0.34765625,0,0.00390625,1.76953125,0.03125,0.0546875,0.83203125,0.04296875,0,0,0.1796875,0.0078125,0.015625,0.01171875,0,0,0.00390625,0.0078125,0.01953125,0.0078125,0.06640625,0,0.1171875,0.07421875,0,0.15234375,0.26953125,0.171875,0.02734375,0.05859375,0,0.00390625,0.00390625,0.03125,0.0390625,0,0.0078125,0.01953125,0.046875,0.05078125,0.0234375,0.7421875,0.01171875,0,0.00390625,0.0390625,0.0625,0.09375,0,0.01953125,0,0.02734375,0.10546875,0.00390625,0.02734375,0.00390625,0.00390625,0.0078125,0.01171875,0.21875,0.0390625,0.015625,0.00390625
55,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,6.61328125,11.3203125,11.97265625,1.921875,0.36328125,0.453125,2.796875,1.4921875,0.79296875,2.4453125,2.9375,0.12890625,1.01953125,0.22265625,1.01953125,0.4609375,0.61328125,0.41015625,0.9921875,1.46875,1.69921875,0.25,9.359375,0.8125,1.53125,1.23046875,0.0234375,0.01953125,0.0546875,0.48828125,0.17578125,1.86328125,0.15234375,0.26171875,0.2265625,0.22265625,0,0.05078125,0.05078125,0.0234375,0.7421875,0.046875,0.0546875,0.72265625,0.34765625,1.234375,0.05859375,0.33984375,0.04296875,0.01171875,0.23828125,0.12890625,0.078125,1.859375,0.078125,0.890625,0.1953125,3.9140625,0.23046875,0.5546875,0.00390625,0.01953125,0.1171875,0.4453125,1.54296875,0.27734375,0.3359375,0.0078125,0.046875,0.125,0.19921875,0.01953125,0.10546875,0.1953125,0.015625,0.0859375,0.578125,0.22265625,5.74609375,0.1953125,0.53515625,0.0234375,0.27734375,0.0234375,0.03125,0.1640625,0.3359375,0.19921875,0.3125,0.0078125,0.125,0.0078125,0.0625,0.15234375,0.171875,0.01953125,0.10546875,0,0.12109375,0.04296875,0.44921875,0,0.0078125,0.40625,0.0625,0.046875,0.1171875,0.02734375,0.359375,0,0,1.91015625,0.08984375,0.0546875,0.64453125,0.0234375,0,0,0.19921875,0.00390625,0.015625,0.00390625,0.00390625,0,0,0.0234375,0.015625,0.01171875,0.15625,0,0.15234375,0.07421875,0,0.1015625,0.25390625,0.19921875,0.03515625,0.02734375,0.0078125,0,0.01171875,0.03125,0.046875,0.00390625,0.0078125,0.015625,0.0859375,0.046875,0.0234375,0.76171875,0.02734375,0,0,0.0703125,0.04296875,0.09765625,0,0,0,0.02734375,0.09375,0.015625,0.03515625,0.00390625,0.015625,0,0.00390625,0.265625,0.0546875,0.0078125,0.00390625
56,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,6.1640625,13.02734375,11.95703125,2.20703125,0.36328125,0.36328125,2.70703125,1.48828125,0.66015625,2.421875,2.75,0.1015625,0.80859375,0.2734375,0.9921875,0.4375,0.6796875,0.3125,0.84375,1.31640625,1.7265625,0.30859375,9.4375,0.94140625,1.59765625,1.4296875,0.0234375,0.015625,0.0546875,0.46484375,0.24609375,1.57421875,0.171875,0.25390625,0.2265625,0.3828125,0.015625,0.078125,0.01171875,0.01171875,0.90625,0.01953125,0.02734375,0.83203125,0.29296875,1.1953125,0.0546875,0.203125,0.03125,0.01953125,0.2421875,0.11328125,0.0546875,1.78515625,0.0546875,0.7578125,0.23046875,4.16015625,0.2265625,0.80078125,0.0546875,0.03125,0.0859375,0.4609375,1.30078125,0.24609375,0.33203125,0.015625,0.07421875,0.125,0.20703125,0.01953125,0.0859375,0.19921875,0.015625,0.11328125,0.43359375,0.23046875,5.0390625,0.16796875,0.4375,0.02734375,0.27734375,0.0234375,0.04296875,0.17578125,0.359375,0.19140625,0.25,0.01171875,0.1640625,0.03125,0.0546875,0.14453125,0.16796875,0.0078125,0.1015625,0,0.12890625,0.04296875,0.3828125,0.00390625,0.0078125,0.3515625,0.05859375,0.06640625,0.17578125,0.01953125,0.31640625,0.01171875,0.01171875,2,0.0703125,0.03515625,0.90234375,0.0234375,0.00390625,0,0.17578125,0.00390625,0.015625,0.0078125,0,0.00390625,0,0.01953125,0.0078125,0.01171875,0.11328125,0,0.12890625,0.0859375,0,0.140625,0.19140625,0.16015625,0.01953125,0.01953125,0.0078125,0.0078125,0.0078125,0.03515625,0.0546875,0,0.00390625,0.0234375,0.0703125,0.0703125,0.02734375,0.68359375,0.02734375,0,0.00390625,0.0546875,0.046875,0.14453125,0,0.00390625,0,0.03515625,0.11328125,0.0078125,0.0234375,0.00390625,0.01171875,0.0078125,0.01171875,0.15234375,0.05078125,0.02734375,0
57,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,5.8828125,11.26953125,13.41796875,2.1953125,0.34375,0.3125,2.921875,1.48046875,0.546875,1.71484375,3.21875,0.08984375,0.91796875,0.23828125,0.80859375,0.46484375,0.80078125,0.33203125,0.76953125,1.359375,1.79296875,0.125,9.90234375,0.92578125,1.36328125,1.71875,0.01953125,0.02734375,0.06640625,0.40625,0.21875,1.73828125,0.1015625,0.3359375,0.19140625,0.4140625,0.01953125,0.046875,0.01171875,0.01953125,0.86328125,0.01171875,0.03125,0.86328125,0.33203125,1.05859375,0.06640625,0.22265625,0.02734375,0.015625,0.1953125,0.13671875,0.046875,1.5625,0.0703125,0.76953125,0.33984375,4.06640625,0.29296875,0.83984375,0.03515625,0.00390625,0.12109375,0.52734375,1.453125,0.15234375,0.21875,0.0078125,0.046875,0.125,0.25390625,0.02734375,0.0703125,0.21484375,0.01953125,0.0703125,0.46875,0.24609375,5.59375,0.18359375,0.3671875,0.01171875,0.23828125,0.015625,0.06640625,0.171875,0.359375,0.2265625,0.21875,0.02734375,0.125,0.0078125,0.08203125,0.12109375,0.1796875,0.00390625,0.125,0.00390625,0.171875,0.04296875,0.41796875,0.00390625,0,0.2734375,0.03515625,0.06640625,0.13671875,0.04296875,0.203125,0.0078125,0.0078125,1.98828125,0.04296875,0.06640625,1.203125,0.01171875,0,0.00390625,0.2109375,0.0078125,0.01171875,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.01953125,0.015625,0.10546875,0,0.171875,0.046875,0,0.06640625,0.19140625,0.203125,0.01953125,0.03515625,0.00390625,0.00390625,0.00390625,0.03125,0.03125,0,0.0078125,0.01171875,0.06640625,0.02734375,0.02734375,0.6796875,0.03515625,0.00390625,0,0.0546875,0.0625,0.140625,0,0.0234375,0,0.01953125,0.10546875,0.00390625,0.0234375,0.01171875,0.015625,0,0,0.1796875,0.02734375,0.01171875,0
58,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,6.08203125,10.34765625,13.38671875,2.21484375,0.3359375,0.37109375,3.11328125,1.48046875,0.64453125,1.83203125,3.33203125,0.13671875,0.796875,0.23828125,0.78515625,0.4453125,0.84375,0.33203125,0.80078125,1.26171875,1.50390625,0.1953125,9.99609375,0.765625,1.44140625,1.67578125,0.015625,0.0078125,0.1015625,0.3359375,0.1875,2.09765625,0.109375,0.27734375,0.1484375,0.4296875,0.015625,0.09375,0.015625,0.015625,0.703125,0.01953125,0.03515625,0.828125,0.20703125,1.11328125,0.03125,0.2109375,0.0546875,0.01171875,0.25,0.140625,0.02734375,1.3828125,0.04296875,0.89453125,0.37109375,4.16015625,0.30859375,0.7890625,0.0390625,0.015625,0.09375,0.53515625,1.32421875,0.1875,0.20703125,0.015625,0.0390625,0.109375,0.234375,0.01171875,0.1015625,0.1328125,0.0390625,0.1015625,0.45703125,0.32421875,6.59375,0.13671875,0.484375,0.00390625,0.26953125,0.03515625,0.03125,0.1484375,0.296875,0.25390625,0.23046875,0.01171875,0.11328125,0.01171875,0.07421875,0.0859375,0.17578125,0.0078125,0.078125,0,0.16015625,0.01171875,0.41796875,0,0.0078125,0.26171875,0.03125,0.0859375,0.171875,0.05859375,0.2109375,0,0.01171875,2.046875,0.0234375,0.03515625,0.953125,0.0234375,0,0,0.2578125,0,0.01953125,0,0.00390625,0,0,0.02734375,0.015625,0.02734375,0.125,0,0.16796875,0.05078125,0,0.0859375,0.1796875,0.22265625,0.01953125,0.03515625,0.00390625,0,0.0078125,0.02734375,0.01171875,0,0.0078125,0,0.0546875,0.01953125,0.02734375,0.67578125,0.00390625,0,0,0.07421875,0.06640625,0.12109375,0.00390625,0.01171875,0,0.0078125,0.11328125,0.0078125,0.01953125,0,0.01171875,0,0.0078125,0.12890625,0.0234375,0.0078125,0
59,202.1696,116.8853,222.9448,200,100,444.2271,25,20.95466,45,40.2121,3,5.0762,0.1050774,6.32421875,10.75390625,12.1953125,2.12109375,0.31640625,0.37109375,3.13671875,1.40625,0.58984375,1.87109375,3.4140625,0.09765625,0.83984375,0.265625,0.890625,0.51171875,0.68359375,0.26171875,0.72265625,1.23046875,1.38671875,0.203125,10.34375,0.9140625,1.51953125,1.515625,0.01171875,0.0078125,0.0703125,0.45703125,0.15234375,1.703125,0.15625,0.265625,0.1328125,0.484375,0.01171875,0.06640625,0.02734375,0.01953125,1.03125,0.03515625,0.02734375,0.8984375,0.29296875,1.328125,0.03125,0.203125,0.04296875,0,0.29296875,0.1171875,0.0390625,1.6015625,0.05859375,0.8828125,0.35546875,3.7578125,0.2265625,0.8203125,0.02734375,0.02734375,0.10546875,0.44140625,1.30859375,0.22265625,0.203125,0.0078125,0.03515625,0.1015625,0.33203125,0.01171875,0.10546875,0.17578125,0.04296875,0.11328125,0.453125,0.30859375,5.86328125,0.14453125,0.48046875,0.015625,0.22265625,0.02734375,0.0625,0.1484375,0.4140625,0.265625,0.1953125,0.015625,0.125,0.0078125,0.05859375,0.09765625,0.19140625,0,0.12109375,0,0.14453125,0.02734375,0.4140625,0,0.01171875,0.31640625,0.02734375,0.08984375,0.1875,0.03125,0.24609375,0,0.0078125,2.2109375,0.05078125,0.06640625,1.27734375,0.046875,0,0,0.19140625,0,0.01953125,0.01953125,0.00390625,0,0,0.0390625,0.02734375,0.0234375,0.109375,0,0.1328125,0.06640625,0,0.125,0.19140625,0.1796875,0.01171875,0.01953125,0.0078125,0,0.00390625,0.05078125,0.015625,0.00390625,0.01171875,0.01171875,0.08203125,0.03125,0.03125,0.6640625,0.03125,0.00390625,0.0078125,0.0703125,0.0859375,0.12109375,0,0.01953125,0,0.01953125,0.109375,0.01171875,0.00390625,0.00390625,0.0078125,0.0078125,0.0078125,0.2265625,0.03125,0.0234375,0
60,200,40,222.9448,350,70,444.2271,30,20.95466,50,40.2121,6.5,5.0762,0.1050774,6.94921875,9.90234375,10.05859375,1.94140625,1.08984375,0.4609375,1.40234375,1.09765625,0.39453125,2.39453125,4.0234375,0.1015625,0.84765625,0.23046875,6.90625,0.41796875,2.921875,0.296875,0.85546875,3.234375,0.734375,0.19140625,6.75,0.7890625,1.28515625,1.98046875,0.01171875,0.00390625,0.1015625,0.3359375,0,0.7734375,0.08984375,0.3359375,0.2578125,0.81640625,0,0.01953125,0.26171875,0,2.2578125,0.11328125,0.06640625,0.8671875,0.37890625,0.20703125,0.234375,0.04296875,0.171875,0,0.16796875,0.390625,0.140625,1.03125,0.0703125,0.83203125,1.7578125,0.65625,0.34375,1.12109375,0.015625,3.3125,0.30859375,0.1953125,3.59765625,0.01953125,0.3828125,0.04296875,0.01953125,0.04296875,0.73828125,0.23046875,0.07421875,0.4140625,0.546875,0.07421875,0.11328125,0.18359375,1.28515625,0.0859375,0.58984375,0.00390625,0.16015625,0.05078125,0.15234375,0.09375,0.015625,0.05859375,0.00390625,0,0.05078125,0.00390625,0.30859375,0.12109375,0.08984375,0.00390625,0.0703125,0,0.0078125,0.00390625,0.37109375,0,0,0.16015625,0.2421875,0.0078125,0.12890625,0,0.38671875,0,0.01953125,0.08203125,0,0,1.19140625,0.0234375,0,0,0.01953125,0.01171875,0.0078125,0.00390625,0.0234375,0,0,0.0234375,0.03515625,0.19140625,0.08203125,0,0.0234375,0.015625,0,0.2265625,0.27734375,0.05859375,0.046875,0,0.015625,0,0.0078125,0,0.05078125,0,0.0078125,0.00390625,0,0,0.16796875,0.47265625,0.01171875,0,0,0.10546875,0.05859375,0.2265625,0,0.00390625,0,0.01171875,0.05078125,0.0078125,0.00390625,0,0.015625,0,0.00390625,0.5,0.01953125,0.00390625,0
